regime,model,cleaning,pool,layer,year_transform,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds_or_draws
imbalanced,thalesian_cunei400m,tier0,mean,10,raw,0.45317194641754305,0.32706794861590033,0.029988212924770608,0.04670055275344615,85.00627490810696,10.29485069096859,1.5604973843285832,8.18555976928615,-0.007688717893944268,-0.024252550859438154,3
imbalanced,thalesian_cunei400m,tier0,mean,10,log,0.20631111071196098,0.1046503969626669,-0.07740255623956364,0.0330288431351609,91.91727996240974,3.6956990492809676,1.678859963912468,9.179758040188096,0.010575841946814664,-0.04786925259882446,3
imbalanced,thalesian_cunei400m,tier0,mean,11,raw,0.45801986243300424,0.3232896093050677,0.0376843623672433,0.05320322375615081,84.4143208713458,9.71822234832817,1.5487976918253263,8.068222341794538,0.0019253558243332303,-0.024682855784429785,3
imbalanced,thalesian_cunei400m,tier0,mean,11,log,0.21873674289628497,0.10746917166215397,-0.08481525711335151,0.036946540303148076,92.01072438219957,3.404442236083164,1.680398902704777,9.118543439197266,0.012253913258889268,-0.0477587014055442,3
imbalanced,thalesian_cunei400m,tier0,mean,12,raw,0.45243093965705805,0.24988727998835747,0.1060384549517374,0.1137997317759281,79.07872292087859,5.710730900880907,1.4409576610949113,6.89617006781166,-0.007008950492884897,-0.056202599252165086,3
imbalanced,thalesian_cunei400m,tier0,mean,12,log,0.27746208864272176,0.12235351861731869,-0.5428871315008312,0.31215450374764325,112.41584375855986,4.7915110587819285,2.0531623775117995,10.117586552487518,-0.03927718241869996,-0.1574472875060063,3
imbalanced,thalesian_cunei400m,tier0,last,0,raw,,,,,,,,,,,0
imbalanced,thalesian_cunei400m,tier0,last,0,log,,,,,,,,,,,0
imbalanced,thalesian_cunei400m,tier0,last,1,raw,0.07703035701311978,0.20526854074725198,-0.006431520685774202,0.006626953164067012,89.18275563235403,12.069670544441614,1.6388912590248559,8.798960470491968,0.028414936021559187,-0.020517549227551408,3
imbalanced,thalesian_cunei400m,tier0,last,1,log,-0.12301564960126332,0.07397516848627628,-0.048193861377759495,0.024368102017991094,96.83257384910128,5.435324540499162,1.7708290942657794,9.718781102003978,0.014110183935357882,-0.042744631998081616,3
