regime,model,cleaning,pool,layer,year_transform,k,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds,n_total_folds,test,unit,headline_metric,headline_value,headline_std,n_valid_folds_or_draws,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,chance_accuracy,chance_macro_f1,shuffled_accuracy,shuffled_macro_f1,n_draws,k_used,isomap_spearman,isomap_pairwise_acc,isomap_neighbor_purity,isomap_neighbor_sigma,ebin_spearman,ebin_pairwise_acc,isomap_spearman_std,isomap_pairwise_acc_std,isomap_neighbor_purity_std,isomap_neighbor_sigma_std,pacc_full,pacc_loro_mean,drop,n_rulers,pacc_full_std,pacc_loro_mean_std,drop_std,condition,year_spearman_mean,year_spearman_std,year_mae_mean,year_mae_std,ruler_macro_f1_mean,ruler_macro_f1_std,variant,parse_errors,n_total,n_scoreable,extra,task,std,n_labeled,params_b,family,model_label,color,marker,model_order
balanced,thalesian_cunei400m,tier0,mean,L11,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.3926867649099266,0.0405143114815697,,0.4439304812834225,0.0359483457514565,0.3926867649099266,0.0405143114815697,0.3930991954405096,0.0409608247962716,0.125,0.125,0.1056604278074866,0.0902693400210041,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
balanced,qwen3_1b7,tier0,mean,L02,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.350306681467827,0.0354111640263463,,0.4078395721925133,0.0329520934368273,0.350306681467827,0.0354111640263463,0.3494575011015123,0.0356990979249252,0.125,0.125,0.1029705882352941,0.0861343754638856,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
balanced,qwen3_8b,tier0,mean,L04,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.3681549220000845,0.0421155043649906,,0.419909982174688,0.0370709631485663,0.3681549220000845,0.0421155043649906,0.3675899206428167,0.0422541722352061,0.125,0.125,0.1040757575757575,0.0880270659619709,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
balanced,qwen3_32b,tier0,mean,L06,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.3705613109929286,0.0399803247605329,,0.4243377896613191,0.0346828532236446,0.3705613109929286,0.0399803247605329,0.370169733512762,0.0398810333017583,0.125,0.125,0.1041140819964349,0.0882909262682192,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
balanced_last,thalesian_akk300m,tier0,last,L06,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.2575559548638496,0.033362609920842,,0.2999848484848485,0.0319143619281122,0.2575559548638496,0.033362609920842,0.2575641061357032,0.033499703410443,0.125,0.125,0.1090276292335115,0.0945062270987096,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,akkadian,Thalesian 300M,#d8602a,s,3
balanced_last,thalesian_cunei400m,tier0,last,L10,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.2215597190949745,0.0321796619394084,,0.2590882352941177,0.0355834214088922,0.2215597190949745,0.0321796619394084,0.2219171750592948,0.0324830159648332,0.125,0.125,0.1137468805704099,0.0980014630751085,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
balanced_last,qwen3_1b7,tier0,last,L26,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.2068766934722914,0.0303119853663076,,0.2399135472370766,0.0309876669504634,0.2068766934722914,0.0303119853663076,0.2069726626754765,0.0303401831789379,0.125,0.125,0.1117308377896613,0.0959927697979265,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
balanced_last,qwen3_8b,tier0,last,L35,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1794056231346053,0.0306605468945515,,0.2073163992869875,0.0326829089789829,0.1794056231346053,0.0306605468945515,0.1790460393113772,0.0308700115019932,0.125,0.125,0.1077780748663101,0.0919836942576687,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
balanced_last,qwen3_32b,tier0,last,L63,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1910167594391762,0.0312778950284874,,0.2196773618538324,0.0335149227963354,0.1910167594391762,0.0312778950284874,0.1911045581188312,0.031424733901134,0.125,0.125,0.1082754010695187,0.0929370472686068,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
balanced_last,random,tier0,last,L06,,,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.3437464053479629,0.0390406014241321,,0.3865035650623886,0.0367712353192817,0.3437464053479629,0.0390406014241321,0.344938778549063,0.0389015520023834,0.125,0.125,0.105831550802139,0.0945267267197027,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,random,Random-init 8B,#7a4ec0,X,8
imbalanced,tfidf,tier0,na,0,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1218279775793962,0.0150254723535659,,0.5397665342287542,0.0285346486242419,0.1218279775793962,0.0150254723535659,0.4234618139958314,0.035801114705421,0.2246437552388935,0.025,0.2053725255792693,0.0255922184906207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,surface,TF-IDF (char n-gram),#1f6fb4,D,1
imbalanced,mlm,tier0,mean,16,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1063987354840128,0.0099595795309819,,0.5341535371288683,0.0170753192162142,0.1063987354840128,0.0099595795309819,0.4855784343545253,0.0178439404864208,0.3001119820828667,0.0263157894736842,0.2754754880421819,0.0337477945567695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0367,akkadian,MLM 37M,#f4a259,s,2
imbalanced,thalesian_akk300m,tier0,mean,4,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1080556908592549,0.0128403338233163,,0.4609788685348617,0.026124634863916,0.1080556908592549,0.0128403338233163,0.3840098814637881,0.0265029843536016,0.2246437552388935,0.025,0.2020428254984002,0.0256060850987767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,akkadian,Thalesian 300M,#d8602a,s,3
imbalanced,thalesian_cunei400m,tier0,mean,12,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1143086553651947,0.0108259294763295,,0.4970465173517105,0.0230317804772042,0.1143086553651947,0.0108259294763295,0.4219483555389279,0.022184467695509,0.2246437552388935,0.025,0.2078829858303154,0.0275823999342446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
imbalanced,qwen3_1b7,tier0,mean,26,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.0949719661443617,0.0051363500215554,,0.4341865616539503,0.009142770534925,0.0949719661443617,0.0051363500215554,0.3670585869796153,0.009546699376203,0.2246437552388935,0.025,0.2011708449070004,0.0267514108833121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
imbalanced,qwen3_8b,tier0,mean,0,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.100635807202422,0.0191142766857059,,0.4291304806441404,0.0261854217026397,0.100635807202422,0.0191142766857059,0.3424200695369443,0.0191763264422151,0.2246437552388935,0.025,0.1994866565873211,0.0268477799612596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
imbalanced,qwen3_32b,tier0,mean,7,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.0983059911893207,0.008999999656528,,0.4551457403044899,0.0047944881732127,0.0983059911893207,0.008999999656528,0.3659428737785919,0.0116261549161644,0.2246437552388935,0.025,0.2171055870046763,0.0271534109956517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
imbalanced,random,tier0,last,6,,5.0,,,,,,,,,,,,,T3b_ruler_plsda,ruler,macro_f1,0.1183285145884937,0.0149528303507701,,0.4392004500544988,0.0187204713207729,0.1183285145884937,0.0149528303507701,0.3504212301905341,0.0135116878287671,0.2246437552388935,0.025,0.2003340248233184,0.0305750852226934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,random,Random-init 8B,#7a4ec0,X,8
balanced,thalesian_akk300m,maximal,mean,4,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.6935575711766188,0.0876203587757815,,,,,,,,,,,,200.0,3.0,0.2461549176386361,0.6935575711766188,0.7757142857142858,4.758789906036369,,,0.119299845973079,0.0876203587757815,0.0302772641887831,2.5599299531153523,,,,,,,,,,,,,,,,,,,,,,,0.3,akkadian,Thalesian 300M,#d8602a,s,3
balanced,thalesian_cunei400m,maximal,mean,9,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7454736709498616,0.1202960632748715,,,,,,,,,,,,200.0,3.0,0.3343857487353993,0.7454736709498616,0.8192529761904762,8.197141221149055,,,0.1646178096954361,0.1202960632748715,0.0489578393194065,4.142391112793291,,,,,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
balanced,qwen3_1b7,maximal,mean,1,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7351965230536659,0.0537098514422865,,,,,,,,,,,,200.0,3.0,0.2947998089570714,0.7351965230536659,0.7876904761904762,5.64760529466899,,,0.0812694698860962,0.0537098514422865,0.0240569554011849,2.031720231572318,,,,,,,,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
balanced,qwen3_8b,maximal,mean,2,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7367535903250189,0.0750239488161222,,,,,,,,,,,,200.0,3.0,0.3057599787479647,0.7367535903250189,0.7913244047619048,5.990412634127114,,,0.1036947350670473,0.0750239488161222,0.0276630420785202,2.3545828598669645,,,,,,,,,,,,,,,,,,,,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
balanced,qwen3_32b,maximal,mean,2,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7336570924666163,0.0670111790768811,,,,,,,,,,,,200.0,3.0,0.2987984152467729,0.7336570924666163,0.7835416666666667,5.286067458226848,,,0.0994623065617171,0.0670111790768811,0.0269027041722583,2.2159737965440507,,,,,,,,,,,,,,,,,,,,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
balanced,random,maximal,mean,2,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7556122448979592,0.0828628828722633,,,,,,,,,,,,200.0,3.0,0.3240360842642785,0.7556122448979592,0.800514880952381,6.565162619316327,,,0.1158223987432008,0.0828628828722633,0.0300735279436753,2.401415475413115,,,,,,,,,,,,,,,,,,,,,,,8.0,random,Random-init 8B,#7a4ec0,X,8
imbalanced,thalesian_akk300m,tier0,mean,0,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.6619143815957963,,,,,,,,,,,,,,3.0,0.185170773186639,0.6619143815957963,0.7948868398994132,13.98198872257835,0.0833085866482801,0.5548803373515256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,akkadian,Thalesian 300M,#d8602a,s,3
imbalanced,thalesian_cunei400m,maximal,mean,7,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.6805757937033603,,,,,,,,,,,,,,4.0,0.2425854153891428,0.6805757937033603,0.8009220452640403,16.327111093525232,0.0705579663336614,0.619486024639025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
imbalanced,qwen3_1b7,tier0,mean,1,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7232966838874906,,,,,,,,,,,,,,3.0,0.2495995913719236,0.7232966838874906,0.7909471919530596,13.61726647919952,0.1453460348773947,0.5776924095906742,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
imbalanced,qwen3_8b,maximal,mean,1,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7157239369452908,,,,,,,,,,,,,,6.0,0.3158366913513715,0.7157239369452908,0.8016764459346187,14.018726059700985,0.2475842723475344,0.645389013997439,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
imbalanced,qwen3_32b,maximal,mean,1,,,,,,,,,,,,,,,T4_geodesic,geometry,isomap_pairwise_acc,0.7163752373382788,,,,,,,,,,,,,,6.0,0.3101093488682159,0.7163752373382788,0.8087175188600169,16.11852171565949,0.1180255697561958,0.5431514107828852,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
balanced,thalesian_cunei400m,maximal,mean,7,,,,,,,,,,,,,,,T5_loro,geometry_control,drop,0.0026905391786344,0.0776478578639706,,,,,,,,,,,,200.0,,,,,,,,,,,,0.7378483245149912,0.7351577853363568,0.0026905391786344,,0.1209395732331773,0.0819788448417055,0.0776478578639706,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
balanced,thalesian_cunei400m,tier0,mean,6,,,,,,,,,,,,,,,T5_loro,geometry_control,drop,-0.0221904132023179,0.0689231142469458,,,,,,,,,,,,200.0,,,,,,,,,,,,0.61663139329806,0.6388218065003779,-0.0221904132023179,,0.1056222015014125,0.0739656923313081,0.0689231142469458,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
balanced,qwen3_1b7,tier0,mean,1,,,,,,,,,,,,,,,T5_loro,geometry_control,drop,0.0035290690350214,0.0458409612641434,,,,,,,,,,,,200.0,,,,,,,,,,,,0.698798185941043,0.6952691169060217,0.0035290690350214,,0.0956267951699568,0.0723168407306116,0.0458409612641434,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
imbalanced,thalesian_cunei400m,maximal,mean,7,,,,,,,,,,,,,,,T5_loro,geometry_control,drop,0.0550338796629696,,,,,,,,,,,,,,,,,,,,,,,,,0.6805757937033603,0.6255419140403906,0.0550338796629696,11.0,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
imbalanced,thalesian_cunei400m,tier0,mean,6,,,,,,,,,,,,,,,T5_loro,geometry_control,drop,0.0287746320002248,,,,,,,,,,,,,,,,,,,,,,,,,0.6453282995540248,0.6165536675537999,0.0287746320002248,11.0,,,,,,,,,,,,,,,,,,,0.4,akkadian,Thalesian 400M,#8b3a0e,s,4
imbalanced,qwen3_1b7,tier0,mean,1,,,,,,,,,,,,,,,T5_loro,geometry_control,drop,0.0271368473448219,,,,,,,,,,,,,,,,,,,,,,,,,0.7232966838874906,0.6961598365426687,0.0271368473448219,11.0,,,,,,,,,,,,,,,,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
balanced,tfidf,tier0,na,L00,,,,,,,,,,,,,,,T7_name_masking,name_masking,year_spearman_mean,0.3545090437963882,0.068634365587032,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,unmasked,0.3545090437963882,0.068634365587032,43.91832364036924,1.4666827877219164,0.6496411099317347,0.0368423784075221,,,,,,,,,0.0,surface,TF-IDF (char n-gram),#1f6fb4,D,1
balanced,tfidf,tier0,na,L00,,,,,,,,,,,,,,,T7_name_masking,name_masking,year_spearman_mean,0.4002020843607133,0.0621855589209363,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,masked,0.4002020843607133,0.0621855589209363,42.919251583038815,1.4677009890861277,0.5272983454045953,0.040623615093107,,,,,,,,,0.0,surface,TF-IDF (char n-gram),#1f6fb4,D,1
balanced,tfidf,maximal,na,L00,,,,,,,,,,,,,,,T7_name_masking,name_masking,year_spearman_mean,0.2660405966003774,0.0783261143236992,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,unmasked,0.2660405966003774,0.0783261143236992,47.53485107664078,1.3796488628895285,0.4979992915044191,0.0402794650893668,,,,,,,,,0.0,surface,TF-IDF (char n-gram),#1f6fb4,D,1
balanced,tfidf,maximal,na,L00,,,,,,,,,,,,,,,T7_name_masking,name_masking,year_spearman_mean,0.2675890398827515,0.0862723401676521,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,masked,0.2675890398827515,0.0862723401676521,47.27446695721339,1.5502866901698036,0.4632616894178232,0.0392929637126688,,,,,,,,,0.0,surface,TF-IDF (char n-gram),#1f6fb4,D,1
balanced,metadata,,,,raw,,0.2032038461651081,0.0825784820860716,-0.2725414419599045,0.0296529143721678,40.625548328218,0.2377219050602838,,,,,,,T8_metadata_baseline,metadata,spearman_mean,0.2032038461651081,0.0825784820860716,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,metadata,Metadata-only,#7f7f7f,P,0
imbalanced,metadata,,,,raw,,0.6160596423481587,0.118122935888023,0.3079369714544641,0.1955704840864555,47.77884113694903,17.176654654824826,,,,,,,T8_metadata_baseline,metadata,spearman_mean,0.6160596423481587,0.118122935888023,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,metadata,Metadata-only,#7f7f7f,P,0
prompt,qwen3_1b7,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,accuracy_tol50yr,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp0,0.0,8.0,8.0,correct=7 error_rate=0.0,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
prompt,qwen3_1b7,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,aggregate_recall,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp1,0.0,8.0,4.0,periods=2,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
prompt,qwen3_1b7,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,hallucination_rate,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp2,4.0,8.0,4.0,declined_correctly=1 gate_pass=False threshold=0.3,,,,1.7,qwen,Qwen3 1.7B,#8fcf6e,o,5
prompt,qwen3_8b,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,accuracy_tol50yr,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp0,1.0,8.0,7.0,correct=7 error_rate=0.125,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
prompt,qwen3_8b,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,aggregate_recall,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp1,1.0,8.0,5.0,periods=2,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
prompt,qwen3_8b,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,hallucination_rate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp2,6.0,8.0,2.0,declined_correctly=2 gate_pass=True threshold=0.3,,,,8.0,qwen,Qwen3 8B,#4b8f3a,o,6
prompt,qwen3_32b,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,accuracy_tol50yr,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp0,2.0,8.0,6.0,correct=6 error_rate=0.25,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
prompt,qwen3_32b,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,aggregate_recall,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp1,1.0,8.0,2.0,periods=2,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
prompt,qwen3_32b,,,,,,,,,,,,,,,,,,T9_elicitation,elicitation,hallucination_rate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kp2,5.0,8.0,3.0,declined_correctly=3 gate_pass=True threshold=0.3,,,,32.0,qwen,Qwen3 32B,#1f4d12,o,7
